Designator,Mid X,Mid Y,Rotation,Layer
C1,104.75,-66.6,180.0,top
D2,112.025,-47.475,180.0,top
D3,109.25,-66.6,0.0,top
L1,116.4125,-63.5,90.0,top
R1,105.0,-62.55,90.0,top
R2,120.0,-70.5,90.0,top
U1,109.25,-62.55,90.0,top
