Designator,Footprint,Quantity,Value,LCSC Part #
C1,0805,1,10µF,
D2,LED_GW_Q9LR33.PM-M5N3-XX53-1,1,LED,
D3,Nexperia_CFP3_SOD-123W,1,PMEG6020AELRX,
J1,TestPoint_Pad_2.5x2.5mm,1,Batt +18V,
J2,TestPoint_Pad_2.5x2.5mm,1,GND,
J3,TestPoint_Pad_2.5x2.5mm,1,PWM,
L1,SLF7032_7045,1,SLF7045T-470MR75-PF,
R1,1206,1,250mΩ 0.25W,
R2,0603,1,10kΩ,
U1,SOT89-5,1,AL8861Y-13,
